,﻿origin,geocode_name,lat,lng,country,city,adm1,adm2
410,Хотин,"Khotyn, Chernivets'ka oblast, Ukraine",48.5,26.5,Ukraine,Khotyn,Chernivets'ka oblast,Khotyns'kyi district
411,місто Бородянка,"Borodyanka, Kyivs'ka oblast, Ukraine",50.628721999999996,29.894194,Ukraine,Borodyanka,Kyivs'ka oblast,Borodyans'kyi district
412,Тараща,"Tarashcha, Kyivs'ka oblast, Ukraine",49.55,30.5,Ukraine,Tarashcha,Kyivs'ka oblast,Tarashchans'kyi district
413,Миколаїв ,"Mykolaiv, Mykolaivs'ka oblast, Ukraine",46.975033,31.994583000000002,Ukraine,Mykolaiv,Mykolaivs'ka oblast,
414,Rovno,"Rivne, Rivnens'ka oblast, Ukraine",50.6199,26.251617,Ukraine,Rivne,Rivnens'ka oblast,
415,"Київська обл., село Білогородка","Bilohorodka, Kyivs'ka oblast, Ukraine",50.3750037,30.2227951,Ukraine,Bilohorodka,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
416,Маріуполь,"Mariupol', Donetsk Oblast, Ukraine",47.097133,37.543366999999996,Ukraine,Mariupol',Donetsk Oblast,
417,місто Біла Церква,"Bila Tserkva, Kyivs'ka oblast, Ukraine",49.798889,30.115278000000004,Ukraine,Bila Tserkva,Kyivs'ka oblast,
418,м. Днiпропетровськ,"Прокуратура м. Дніпропетровська, Naberezhna V.I. Lenina street, 29, Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine, 49000",48.4702823,35.0500828,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
419,"Uman, Cherkasy Region","Uman', Cherkas'ka oblast, Ukraine",48.75,30.216666999999998,Ukraine,Uman',Cherkas'ka oblast,
420,Winnica,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
421,Mariupol Ukraine,"Mariupol', Donetsk Oblast, Ukraine",47.097133,37.543366999999996,Ukraine,Mariupol',Donetsk Oblast,
422,Winnyzja,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
423,Луганск,"Luhansk, Luhans'ka oblast, Ukraine",48.574040999999994,39.307815000000005,Ukraine,Luhansk,Luhans'ka oblast,
424,м.Кіровоград,"Kirovohrad, Kirovohrads'ka oblast, Ukraine",48.50793300000001,32.262316999999996,Ukraine,Kirovohrad,Kirovohrads'ka oblast,
425,с.Станіслав Білозерський район Херсонська обл,"Stanislav, Khersons'ka oblast, Ukraine",46.57000000000001,32.15,Ukraine,Stanislav,Khersons'ka oblast,Bilozers'kyi district
426,м.Кременчук,"Kremenchuk, Poltavs'ka oblast, Ukraine",49.065783,33.410033,Ukraine,Kremenchuk,Poltavs'ka oblast,
427,"Страсбург, Франція","Strasbourg, France",48.583148,7.747882000000001,France,Strasbourg,Alsace,Bas-Rhin
428,"Вишгород, Київська обл.","Vyshhorod, Kyivs'ka oblast, Ukraine",50.5904776,30.4831982,Ukraine,Vyshhorod,Kyivs'ka oblast,Vyshhorods'kyi district
429,lemberg,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
430,Ostroh ,"Ostroh, Rivnens'ka oblast, Ukraine",50.333333,26.516666999999998,Ukraine,Ostroh,Rivnens'ka oblast,
431,"Місто Фастів, Київська область. ","Fastiv, Kyivs'ka oblast, Ukraine",50.083333,29.916666999999997,Ukraine,Fastiv,Kyivs'ka oblast,
432,Дніпропетровська область м.Кривий Ріг,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
433,Одесса ,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
434,Мелітополь,"Melitopol', Zaporiz'ka oblast, Ukraine",46.833333,35.366667,Ukraine,Melitopol',Zaporiz'ka oblast,
435,Zaporizhia,"Zaporizhia, Zaporiz'ka oblast, Ukraine",47.8388,35.139567,Ukraine,Zaporizhia,Zaporiz'ka oblast,
436,"Крим, смт. Гурзуф",Hurzuf,44.54844809999999,34.28418610000001,,Hurzuf,Crimea,
437,"м. Дніпропетровськ, м. Донецьк","Donetsk, Rostov Oblast, Russia",48.333333,39.933333000000005,Russia,Donets'k,Rostov Oblast,Donetsk
438,"Северодонецк, Ивано-Франковск","Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine",48.922633000000005,24.711117,Ukraine,Ivano-Frankivsk,Ivano-Frankivs'ka oblast,
439,"місто Рубіжне ,Луганська область ","Rubizhne, Luhans'ka oblast, Ukraine",49.01,38.371389,Ukraine,Rubizhne,Luhans'ka oblast,
440,Riwne,"Rivne, Rivnens'ka oblast, Ukraine",50.6199,26.251617,Ukraine,Rivne,Rivnens'ka oblast,
441,"м. Лебедин, Сумська обл.","Lebedyn, Sums'ka oblast, Ukraine",50.579722,34.477222,Ukraine,Lebedyn,Sums'ka oblast,
442,"Makiivka, Donetsk dist.","Makiivka, Donetsk Oblast, Ukraine",48.0459557,37.9666901,Ukraine,Makiivka,Donetsk Oblast,
443,Місто Олександрія,"Alexandria, Alexandria Governorate, Egypt",31.2000924,29.9187387,Egypt,Alexandria,Alexandria Governorate,
444,Іванків. Київська област ,"Ivankiv, Kyivs'ka oblast, Ukraine",50.933333000000005,29.9,Ukraine,Ivankiv,Kyivs'ka oblast,Ivankivs'kyi district
445,г. Киев,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
446,г. Запорожье,"Zaporizhia, Zaporiz'ka oblast, Ukraine",47.8388,35.139567,Ukraine,Zaporizhia,Zaporiz'ka oblast,
447,місто Житомир,"Zhytomyr, Zhytomyrs'ka oblast, Ukraine",50.25465,28.658666999999998,Ukraine,Zhytomyr,Zhytomyrs'ka oblast,
448,"Kominternivske, Odeska obl.","Kominternivs'ke, Odessa Oblast, Ukraine",46.82,30.945,Ukraine,Kominternivs'ke,Odessa Oblast,Kominternivs'kyi district
449,Vinnytsia,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
450,г. Херсон,"Kherson, Khersons'ka oblast, Ukraine",46.635417,32.616867,Ukraine,Kherson,Khersons'ka oblast,
451,Кривой Рог,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
452,Першотравенськ Дніпропетровської області,"Pershotravens'k, Dnipropetrovsk Oblast, Ukraine",48.34638899999999,36.404444,Ukraine,Pershotravens'k,Dnipropetrovsk Oblast,
453,"м. Ічня, 16700","Ichnia, Chernihivs'ka oblast, Ukraine",51.25,32.6,Ukraine,Ichnia,Chernihivs'ka oblast,Borznyans'kyi district
454,Конотоп,"Konotop, Sums'ka oblast, Ukraine",51.240943200000004,33.2050521,Ukraine,Konotop,Sums'ka oblast,
455,м.Дрогобич,"Drohobych, Lviv Oblast, Ukraine",49.358011600000005,23.5123193,Ukraine,Drohobych,Lviv Oblast,
456, м. Дніпродзержинськ.,"Dniprodzerzhyns'k, Dnipropetrovsk Oblast, Ukraine",48.523117,34.613683,Ukraine,Dniprodzerzhyns'k,Dnipropetrovsk Oblast,
457,Івано Франківськ,"Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine",48.922633000000005,24.711117,Ukraine,Ivano-Frankivsk,Ivano-Frankivs'ka oblast,
458,Сумы,"Sumy, Sums'ka oblast, Ukraine",50.9077,34.7981,Ukraine,Sumy,Sums'ka oblast,Sums'kyi district
459,Черкассы,"Cherkasy, Cherkas'ka oblast, Ukraine",49.444433000000004,32.059767,Ukraine,Cherkasy,Cherkas'ka oblast,
460,"Одеська обл., м. Іллічівськ","Illichivs'k, Odessa Oblast, Ukraine",46.2952236,30.648085499999997,Ukraine,Illichivs'k,Odessa Oblast,
461,м.Ірпінь,"Irpin' river, Ukraine",50.4095625,29.961174100000004,Ukraine,,,
462,м. Золотоноша,"Zolotonosha, Cherkas'ka oblast, Ukraine",49.666667,32.033333,Ukraine,Zolotonosha,Cherkas'ka oblast,
463,Регенсбург (Німеччина),"Regensburg, Germany",49.0134297,12.101623599999998,Germany,Regensburg,Bavaria,Upper Palatinate
464,Одесская обл. г. Раздельная,"Rozdil'na, Odessa Oblast, Ukraine",46.85,30.066667,Ukraine,Rozdil'na,Odessa Oblast,Rozdil'nyans'kyi district
465,"г.Вишневый, Киевская обл","Vyshnevyi lane, Yahotyn, Kyivs'ka oblast, Ukraine",50.2455224,31.786695,Ukraine,Yahotyn,Kyivs'ka oblast,Yahotyns'kyi district
466,м.Полтава,"Poltava, Poltavs'ka oblast, Ukraine",49.58826699999999,34.551417,Ukraine,Poltava,Poltavs'ka oblast,
467,луцьк,"Lutsk, Volyns'ka oblast, Ukraine",50.74723299999999,25.325383,Ukraine,Lutsk,Volyns'ka oblast,
468,м. Яготин,"Yahotyn, Kyivs'ka oblast, Ukraine",50.256944,31.781667,Ukraine,Yahotyn,Kyivs'ka oblast,Yahotyns'kyi district
469,м. Енергодар,"Enerhodar, Zaporiz'ka oblast, Ukraine",47.50150670000001,34.6341859,Ukraine,Enerhodar,Zaporiz'ka oblast,
470,с. Погреби,"Pohreby, Kyivs'ka oblast, Ukraine",50.549167,30.64083299999999,Ukraine,Pohreby,Kyivs'ka oblast,Brovars'kyi district
471,"Україна, Херсон","Kherson, Khersons'ka oblast, Ukraine",46.635417,32.616867,Ukraine,Kherson,Khersons'ka oblast,
472,Обухів,"Obukhiv, Kyivs'ka oblast, Ukraine",50.13,30.656667,Ukraine,Obukhiv,Kyivs'ka oblast,Obukhivs'kyi district
473,"Tbilisi
Ivano-Frankivsk","Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine",48.922633000000005,24.711117,Ukraine,Ivano-Frankivsk,Ivano-Frankivs'ka oblast,
474,Селидове,"Selydove, Donetsk Oblast, Ukraine",48.15,37.303889,Ukraine,Selydove,Donetsk Oblast,
475,"м. Лубни, Полтавська обл.","Lubny, Poltavs'ka oblast, Ukraine",50.016667,33.0,Ukraine,Lubny,Poltavs'ka oblast,
476,м. Жовті Води,"Zhovti Vody, Dnipropetrovsk Oblast, Ukraine",48.34999999999999,33.5,Ukraine,Zhovti Vody,Dnipropetrovsk Oblast,
477,"Бровари, Київська область","Brovary, Kyivs'ka oblast, Ukraine",50.511083,30.7909,Ukraine,Brovary,Kyivs'ka oblast,
478,Северодонецьк,"Severodonetsk, Luhans'ka oblast, Ukraine",48.933333000000005,38.5,Ukraine,Severodonetsk,Luhans'ka oblast,
479,м. Липовець Вінницька обл.,"Lypovets', Vinnyts'ka oblast, Ukraine",49.220833,29.05694399999999,Ukraine,Lypovets',Vinnyts'ka oblast,Lypovets'kyi district
480,"м. Дубно, Рівненська обл.","Dubno, Rivnens'ka oblast, Ukraine",50.416667,25.75,Ukraine,Dubno,Rivnens'ka oblast,
481,м.Калуш Івано-Франківська обл,"Kalush, Ivano-Frankivs'ka oblast, Ukraine",49.04416699999999,24.359722,Ukraine,Kalush,Ivano-Frankivs'ka oblast,
482,Пекин,"Beijing, Beijing, China",39.90403,116.407526,China,Beijing,Beijing,
483,"м.Світловодськ, Кіровоградська обл.","Svitlovods'k, Kirovohrads'ka oblast, Ukraine",49.050278000000006,33.241944000000004,Ukraine,Svitlovods'k,Kirovohrads'ka oblast,
484,Dniepropetrovsk,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
485,"Закарпатська область, місто Хуст","Khust, Zakarpats'ka oblast, Ukraine",48.181389,23.297778,Ukraine,Khust,Zakarpats'ka oblast,
486,Прилуки,"Pryluky, Chernihivs'ka oblast, Ukraine",50.59999999999999,32.4,Ukraine,Pryluky,Chernihivs'ka oblast,
487,"Украина, Киев","Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
488,"Івано-Франківськ, Ужгород.","Uzhhorod, Zakarpats'ka oblast, Ukraine",48.6208,22.287882999999997,Ukraine,Uzhhorod,Zakarpats'ka oblast,
489,Chicago ,"Chicago, IL, USA",41.8781136,-87.62979820000001,United States,Chicago,Illinois,Cook County
490,"c.Михайлівка ,Ямпільський район ","Mykhailivka, Vinnyts'ka oblast, Ukraine",48.27333300000001,28.094444,Ukraine,Mykhailivka,Vinnyts'ka oblast,Yampil's'kyi district
491,Dnepropetrovsk,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
492,"м. Вишгород, Київська обл.","Vyshhorod, Kyivs'ka oblast, Ukraine",50.5904776,30.4831982,Ukraine,Vyshhorod,Kyivs'ka oblast,Vyshhorods'kyi district
493,"с. Великий Дальник, Одеська обл.","Velykyi Dal'nyk, Odessa Oblast, Ukraine",46.4779255,30.5570934,Ukraine,Velykyi Dal'nyk,Odessa Oblast,Bilyaivs'kyi district
494,Корсунь,"Korsun', Donetsk Oblast, Ukraine",48.209722,38.073333,Ukraine,Korsun',Donetsk Oblast,
495,"Красноармійськ, раніше - Донецьк","Donetsk, Donetsk Oblast, Ukraine",48.015883,37.80285,Ukraine,Donetsk,Donetsk Oblast,
496,"Львівська обл., с.Скнилів","Sknyliv, Lviv Oblast, Ukraine",49.7942127,23.9355976,Ukraine,Sknyliv,Lviv Oblast,Pustomytivs'kyi district
497,Місто Київ ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
498,"м. Южне, Одеська обл","Yuzhne, Odessa Oblast, Ukraine",46.624021299999995,31.1000648,Ukraine,Yuzhne,Odessa Oblast,
499,Каїр,"Cairo, Cairo Governorate, Egypt",30.0444196,31.235711600000005,Egypt,Cairo,Cairo Governorate,
500,Буча,"Bucha, Kyivs'ka oblast, Ukraine",50.4468014,30.075619699999997,Ukraine,Bucha,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
501,Rzeszów,"Rzeszow, Poland",50.041186700000004,21.999119600000004,Poland,Rzeszow,Podkarpackie Voivodeship,Rzeszów County
502,Luxembourg,Luxembourg,49.815273,6.1295829999999984,Luxembourg,,,
503,Бережани,"Berezhany, Ternopil's'ka oblast, Ukraine",49.45,24.933332999999998,Ukraine,Berezhany,Ternopil's'ka oblast,Berezhans'kyi district
504,Коломия ,"Kolomyya, Ivano-Frankivs'ka oblast, Ukraine",48.530556,25.040278,Ukraine,Kolomyya,Ivano-Frankivs'ka oblast,Kolomyis'kyi district
505,"Івано-Франківська обл., м. Калуш","Kalush, Ivano-Frankivs'ka oblast, Ukraine",49.04416699999999,24.359722,Ukraine,Kalush,Ivano-Frankivs'ka oblast,
506,"місто Тячів, Закарпатська область","Tyachiv, Zakarpats'ka oblast, Ukraine",48.011389,23.572222,Ukraine,Tyachiv,Zakarpats'ka oblast,Tyachivs'kyi district
507,Калуш,"Kalush, Ivano-Frankivs'ka oblast, Ukraine",49.04416699999999,24.359722,Ukraine,Kalush,Ivano-Frankivs'ka oblast,
508,Ariccia,"Ariccia Rome, Italy",41.7211083,12.6726413,Italy,Ariccia,Lazio,Rome
509,СМП Немішаєве,"Nemishajeve, Kyivs'ka oblast, Ukraine",50.564721999999996,30.093611,Ukraine,Nemishajeve,Kyivs'ka oblast,Borodyans'kyi district
510,KIEV - the city of - LOVE,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
511,Прага,"Prague, Czech Republic",50.0755381,14.4378005,Czech Republic,Prague,Hlavní město Praha,Hlavní město Praha
512,"Каїр , Єгипет ","Cairo, Cairo Governorate, Egypt",30.0444196,31.235711600000005,Egypt,Cairo,Cairo Governorate,
513,Zhytomir,"Zhytomyr, Zhytomyrs'ka oblast, Ukraine",50.25465,28.658666999999998,Ukraine,Zhytomyr,Zhytomyrs'ka oblast,
514,місто Ужгород,"Uzhhorod, Zakarpats'ka oblast, Ukraine",48.6208,22.287882999999997,Ukraine,Uzhhorod,Zakarpats'ka oblast,
515,Познань,"Poznan, Poland",52.406374,16.9251681,Poland,Poznan,Greater Poland Voivodeship,Poznań County
516,"м. Дубно, Рівненська область","Dubno, Rivnens'ka oblast, Ukraine",50.416667,25.75,Ukraine,Dubno,Rivnens'ka oblast,
517,"м.Шостка, Сумська обл.","Shostka, Sums'ka oblast, Ukraine",51.866667,33.483333,Ukraine,Shostka,Sums'ka oblast,
518,"м.Городок, Львівська область","Horodok, Lviv Oblast, Ukraine",49.782222,23.643611,Ukraine,Horodok,Lviv Oblast,Horodots'kyi district
519,LVIV,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
520,Шанхай,"Shanghai, Shanghai, China",31.230415999999998,121.473701,China,Shanghai,Shanghai,
521,Vinnitsya,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
522,Вигода,"Vyhoda, Ivano-Frankivs'ka oblast, Ukraine",48.92833299999999,23.918332999999997,Ukraine,Vyhoda,Ivano-Frankivs'ka oblast,Dolyns'kyi district
523,Харків/Дніпропетровськ,"Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
524,Boyarka,"Boyarka, Kyivs'ka oblast, Ukraine",50.317116999999996,30.298167,Ukraine,Boyarka,Kyivs'ka oblast,Kyjevo-Svyatoshyns'kyi district
525,місто Кіровоград,"Kirovohrad, Kirovohrads'ka oblast, Ukraine",48.50793300000001,32.262316999999996,Ukraine,Kirovohrad,Kirovohrads'ka oblast,
526,Енергодар,"Enerhodar, Zaporiz'ka oblast, Ukraine",47.50150670000001,34.6341859,Ukraine,Enerhodar,Zaporiz'ka oblast,
527,Odesa,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
528,Донецьк-Одеса ,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
529,город Кривой Рог,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
530,Кривий Ріг - Київ,"Hotel ""Kyiv"", Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.942796,33.418974,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
531,смт. Володарськ-Волинський,"Volodars'k-Volyns'kyi, Zhytomyrs'ka oblast, Ukraine",50.59555599999999,28.444722,Ukraine,Volodars'k-Volyns'kyi,Zhytomyrs'ka oblast,Volodars'ko-Volyns'kyi district
532,"Київ, Україна","Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
533,"Украина, Киев
Польша, Варшава","Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
534,ПІДВОЛОЧИСЬК,"Pidvolochys'k, Ternopil's'ka oblast, Ukraine",49.52638899999999,26.141389,Ukraine,Pidvolochys'k,Ternopil's'ka oblast,Pidvolochys'kyi district
535,м. Кіровоград,"Kirovohrad, Kirovohrads'ka oblast, Ukraine",48.50793300000001,32.262316999999996,Ukraine,Kirovohrad,Kirovohrads'ka oblast,
536,Kyyiv,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
537,"Христинівка, Черкаська обл.","Khrystynivka, Cherkas'ka oblast, Ukraine",48.81172120000001,29.973894899999998,Ukraine,Khrystynivka,Cherkas'ka oblast,Khrystynivs'kyi district
538,"м. Миколаїв, Львівська обл.","Mykolaiv, Lviv Oblast, Ukraine",49.5225714,23.9844475,Ukraine,Mykolaiv,Lviv Oblast,Mykolaivs'kyi district
539,ЛЬвів,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Ukraine,Lviv,Lviv Oblast,
540,Kriviy Rig,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
541,Zaporozhye,"Zaporizhia, Zaporiz'ka oblast, Ukraine",47.8388,35.139567,Ukraine,Zaporizhia,Zaporiz'ka oblast,
542,"с. Волоське, Дніпропетровська обл.","Volos'ke, Dnipropetrovsk Oblast, Ukraine",48.304913,35.139401,Ukraine,Volos'ke,Dnipropetrovsk Oblast,Dnipropetrovs'kyi district
543,Аккерман,"Ackermann, 48161 Münster, Germany",51.95262289999999,7.5516663,Germany,Münster,North Rhine-Westphalia,Münster
544,с. Нове Залісся,"Nove Zalissya, Kyivs'ka oblast, Ukraine",50.690278,29.968611,Ukraine,Nove Zalissya,Kyivs'ka oblast,Borodyans'kyi district
545,"Tallinn, Estonia","Tallinn, Estonia",59.43696079999999,24.7535746,Estonia,Tallinn,Harju County,Tallinna linn
546,місто Чернігів,"Chernihiv, Chernihivs'ka oblast, Ukraine",51.4982,31.28935,Ukraine,Chernihiv,Chernihivs'ka oblast,
547,"Ternopil, Ukraine","Ternopil, Ternopil's'ka oblast, Ukraine",49.553517,25.594767,Ukraine,Ternopil,Ternopil's'ka oblast,
548,Нововолинськ,"Novovolynsk, Volyns'ka oblast, Ukraine",50.73333299999999,24.166667,Ukraine,Novovolynsk,Volyns'ka oblast,
549,Київська обл,"Kyivs'ka oblast, Ukraine",50.0529506,30.766713300000003,Ukraine,,Kyivs'ka oblast,
550,Vienna,"Vienna, Austria",48.208174299999996,16.3738189,Austria,Vienna,Vienna,
551,м. Кам'янець-Подільський,"Kam'yanets'-Podil's'kyi, Khmel'nyts'ka oblast, Ukraine",48.683333000000005,26.583333000000003,Ukraine,Kam'yanets'-Podil's'kyi,Khmel'nyts'ka oblast,
552,ОДЕССА,"Odessa, Odessa Oblast, Ukraine",46.482526,30.723309499999996,Ukraine,Odessa,Odessa Oblast,
553,"Дніпропетровськ
","Dnepropetrovsk, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183,Ukraine,Dnepropetrovsk,Dnipropetrovsk Oblast,
554,"Харків, Клагенфурт","Klagenfurt, Austria",46.62794,14.30899,Austria,Klagenfurt,Carinthia,Klagenfurt am Wörthersee
555,"м.Стрий, Львівська обл. ","Stryi, Lviv Oblast, Ukraine",49.25,23.85,Ukraine,Stryi,Lviv Oblast,
556,Липова Долина,"Lypova Dolyna, Sums'ka oblast, Ukraine",50.563691999999996,33.793605,Ukraine,Lypova Dolyna,Sums'ka oblast,Lypovodolyns'kyi district
557,"Киев, Донецк","Kyivs'kyi avenue, Donetsk, Donetsk Oblast, Ukraine",48.050048,37.778167100000005,Ukraine,Donetsk,Donetsk Oblast,
558,м. Комсомольськ,"Komsomol's'k, Poltavs'ka oblast, Ukraine",49.0156679,33.6450451,Ukraine,Komsomol's'k,Poltavs'ka oblast,Kremenchuts'kyi district
559,Мелитополь,"Melitopol', Zaporiz'ka oblast, Ukraine",46.833333,35.366667,Ukraine,Melitopol',Zaporiz'ka oblast,
560,"Волинська область, Ратнівський район, с. Кортеліси","Kortelisy, Volyns'ka oblast, Ukraine",51.8525,24.4303,Ukraine,Kortelisy,Volyns'ka oblast,Ratnivs'kyi district
561,Камянець-Подільський,"Kam'yanets'-Podil's'kyi, Khmel'nyts'ka oblast, Ukraine",48.683333000000005,26.583333000000003,Ukraine,Kam'yanets'-Podil's'kyi,Khmel'nyts'ka oblast,
562,Запоріжжя ,"Zaporizhia, Zaporiz'ka oblast, Ukraine",47.8388,35.139567,Ukraine,Zaporizhia,Zaporiz'ka oblast,
563,Wroclaw,"Wroclaw, Poland",51.1078852,17.0385376,Poland,Wroclaw,Lower Silesian Voivodeship,Wrocław County
564,"Lund, Sweden","Lund, Sweden",55.704660100000005,13.1910073,Sweden,Lund,Skane County,Lund
565,м. Стрий,"Stryi, Lviv Oblast, Ukraine",49.25,23.85,Ukraine,Stryi,Lviv Oblast,
566,Poznań,"Poznan, Poland",52.406374,16.9251681,Poland,Poznan,Greater Poland Voivodeship,Poznań County
567,м.Суми,"Sumy, Sums'ka oblast, Ukraine",50.9077,34.7981,Ukraine,Sumy,Sums'ka oblast,Sums'kyi district
568,"Постійне - Донецьк, тимчасове (зараз) - Київ","Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
569,м.Київ ,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
570,м. Ромни,"Romny, Sums'ka oblast, Ukraine",50.75,33.466667,Ukraine,Romny,Sums'ka oblast,
571,Києв,"Kyiv, Kyiv city, Ukraine",50.4501,30.5234,Ukraine,Kyiv,Kyiv city,Kyiv City
572,Симферополь,Simferopol,44.952117,34.102416999999996,,Simferopol,Crimea,
573,м.Волноваха,"Volnovakha, Donetsk Oblast, Ukraine",47.5951141,37.4831419,Ukraine,Volnovakha,Donetsk Oblast,Volnovas'kyi district
574,місто Вінниця,"Vinnytsia, Vinnyts'ka oblast, Ukraine",49.233083,28.468217,Ukraine,Vinnytsia,Vinnyts'ka oblast,
575,"San Jose, CA, USA","San Jose, CA, USA",37.3393857,-121.8949555,United States,San Jose,California,Santa Clara County
576,"Львівька обл., м. Стрий","Stryi, Lviv Oblast, Ukraine",49.25,23.85,Ukraine,Stryi,Lviv Oblast,
577,"Львівська обл, м. Самбір","Sambir, Lviv Oblast, Ukraine",49.516667,23.202778,Ukraine,Sambir,Lviv Oblast,
578,"Варна, Болгарія","Varna, Bulgaria",43.2140504,27.914733299999998,Bulgaria,Varna,Varna,Varna Municipality
579,кривий ріг,"Kryvyi Rih, Dnipropetrovsk Oblast, Ukraine",47.910483,33.391783000000004,Ukraine,Kryvyi Rih,Dnipropetrovsk Oblast,
580,с.Чубинське Київська обл.,"Chubyns'ke, Kyivs'ka oblast, Ukraine",50.384314,30.8486288,Ukraine,Chubyns'ke,Kyivs'ka oblast,Boryspil's'kyi district
581,"м.Бурштин, Івано-Франківська область","Burshtyn, Ivano-Frankivs'ka oblast, Ukraine",49.266667,24.633333,Ukraine,Burshtyn,Ivano-Frankivs'ka oblast,Halyts'kyi district
582,Місто Миколаїв,"Mykolaiv, Mykolaivs'ka oblast, Ukraine",46.975033,31.994583000000002,Ukraine,Mykolaiv,Mykolaivs'ka oblast,
583,м. Шепетівка,"Shepetivka, Khmel'nyts'ka oblast, Ukraine",50.183333000000005,27.066667,Ukraine,Shepetivka,Khmel'nyts'ka oblast,
584,Petakh Tiqwa (Israel),"Petah Tikva, Israel",32.084041,34.887762,Israel,Petah Tikva,,
585,Івано-франківськ,"Ivano-Frankivsk, Ivano-Frankivs'ka oblast, Ukraine",48.922633000000005,24.711117,Ukraine,Ivano-Frankivsk,Ivano-Frankivs'ka oblast,
586,житомир,"Zhytomyr, Zhytomyrs'ka oblast, Ukraine",50.25465,28.658666999999998,Ukraine,Zhytomyr,Zhytomyrs'ka oblast,
587,місто Горлівка Донецька область,"Horlivka, Donetsk Oblast, Ukraine",48.3071,38.029633000000004,Ukraine,Horlivka,Donetsk Oblast,
588,Мiсто Павлоград,"Pavlohrad, Dnipropetrovsk Oblast, Ukraine",48.516667,35.866667,Ukraine,Pavlohrad,Dnipropetrovsk Oblast,
589,Стрий,"Stryi, Lviv Oblast, Ukraine",49.25,23.85,Ukraine,Stryi,Lviv Oblast,
